frame,fx,fy,cx,cy,cam_x,cam_y,cam_z,r11,r12,r13,r21,r22,r23,r31,r32,r33,recon_error,confidence
46,5224.3087014671255,5224.308701467121,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8851700308879458,0.4652461818068923,-0.004472888545635517,-0.09437167015581588,0.18894720028493212,0.9774420409295315,0.45559631724788496,-0.8647802875982975,0.21115645832313706,9.85071063958035,0.8597102841859897
47,5228.690279238091,5228.690279238086,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8847869587481425,0.4659739957539024,-0.004502544875381154,-0.09432744439581284,0.18855350645745195,0.9775223314259139,0.4563489573374388,-0.8644742971793561,0.21078381971415805,9.432203638981916,0.8685585910807831
48,5233.311196166597,5233.311196166593,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8843931046609819,0.46672077986701677,-0.00453321833068876,-0.09428184491170435,0.18815084118575254,0.9776043139640596,0.4571211766568634,-0.8641591141690388,0.21040260276533485,4.925452836349162,0.9706267493818421
49,5238.171452252646,5238.171452252642,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8839884194984673,0.4674865089139911,-0.004564885103826799,-0.09423484602334592,0.1877392057657063,0.9776879790676668,0.4579129480453228,-0.8638346801338038,0.21001280296822572,4.828466337110893,0.9729662091747591
50,5243.271047496237,5243.271047496233,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8835728529246165,0.4682711568920841,-0.004597520810537797,-0.09418642144359901,0.18731860159170755,0.9777733170389628,0.4587242435170643,-0.8635009352170248,0.20961441574715423,4.35601166815584,0.984452731163751
51,5248.60998189737,5248.609981897367,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8831463534008283,0.46907469701858184,-0.004631100489607826,-0.09413654427903084,0.18688903016137626,0.9778603179578064,0.4595550342516348,-0.8631578181435106,0.20920743646369955,4.822511931242263,0.973110043010984
52,5254.188255456045,5254.188255456042,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8827088681914236,0.46989710172110744,-0.004665598602443588,-0.0940851870306505,0.18645049308037354,0.9779489716807791,0.46040529058387614,-0.8628052662241862,0.20879186042130038,3.726213936067211,1.0
53,5260.005868172263,5260.00586817226,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8822603433693625,0.4707383426277171,-0.00470098903265595,-0.09403232159468469,0.18600299206732457,0.9780392678402627,0.46127498199370065,-0.862443215360938,0.20836768286996493,3.726213936067211,1.0
54,5266.062820046022,5266.06282004602,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8818007238221387,0.4715983905567859,-0.004737245085653319,-0.09397791926339413,0.18554652895885337,0.9781311958435046,0.4621640770956515,-0.862071600051626,0.20793489901109463,5.7667692639388495,0.9505942044669016
55,5272.359111077324,5272.359111077321,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8813299532578596,0.4724772155066845,-0.004774339488246071,-0.09392195072593129,0.18508110571472652,0.978224744871673,0.463072543628247,-0.8616903533952693,0.207493504002417,8.919675552381914,0.8795352428928042
56,5278.894741266168,5278.8947412661655,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8808479742115065,0.4733747866452469,-0.004812244388261888,-0.09386438606924166,0.18460672442310327,0.9783199038788983,0.4640003484431124,-0.8612994070974038,0.20704349296302677,4.877419131979014,0.9717846097302104
57,5285.669710612554,5285.669710612552,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8803547280513857,0.4742910722990344,-0.004850931354176163,-0.09380519477901189,0.18412338730590028,0.9784166615913045,0.46494745749390054,-0.8608986914756195,0.20658486097854312,5.714450262963092,0.9518264187056203
58,5292.684019116482,5292.68401911648,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.879850154985771,0.47522603994239593,-0.00489037137475698,-0.09374434574066198,0.18363109672425848,0.9785150065060327,0.46591383582500534,-0.8604881354652801,0.2061176031063715,38.771182272941,0.4412834966457966
59,5299.9376667779525,5299.937666777951,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8793341940697392,0.4761796561863274,-0.0049305348587274644,-0.0936818072403901,0.1831298551841249,0.9786149268902533,0.4668994475600678,-0.8600676666254303,0.2056417143810833,38.837654854895945,0.4406563314542745
60,5307.430653596965,5307.430653596963,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8788067832122051,0.4771518867671316,-0.004971391634446598,-0.09361754696626298,0.1826196653419367,0.9787164107801701,0.46790425589027956,-0.8596372111448908,0.20515718981989967,5.540510228019778,0.9559358909706522
61,5315.16297957352,5315.162979573518,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8782678591831551,0.47814269653488284,-0.005012910949609567,-0.09355153200936284,0.1821005300104157,0.9788194459800168,0.46892822306248416,-0.8591966938485487,0.2046640244282918,5.032577506362685,0.968050027470765
62,5323.134644707617,5323.134644707615,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8777173576210895,0.4791520494416962,-0.005055061470972011,-0.09348372886498532,0.18157245216447154,0.978924020061046,0.46997131036708073,-0.8587460382038473,0.2041622132056911,6.2732888109729945,0.9387564571368044
63,5331.345648999256,5331.345648999254,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8771552130406673,0.4801799085298063,-0.005097811284095616,-0.09341410343389464,0.18103543494720808,0.9790301203605111,0.4710334781257305,-0.8582851663274754,0.2036517511513095,5.332502303913265,0.9608762812877628
64,5339.795992448437,5339.795992448435,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8765813588405684,0.48122623591945723,-0.005141127893121905,-0.09334262102363569,0.18048948167604056,0.9791377339806447,0.4721146856788724,-0.857813998992267,0.20313263327007408,4.7552473070473305,0.9747365251702579
65,5348.48567505516,5348.485675055159,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8759957273115649,0.4822909927966046,-0.005184978220571013,-0.09326924634990608,0.17993459584891536,0.9792468477876292,0.47321489137304507,-0.8573324556343082,0.2026048545786704,4.456819197477529,0.9819892387022515
66,5357.414696819425,5357.414696819425,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8753982496448156,0.4833741394004357,-0.00522932860717118,-0.09319394353798915,0.17937078115063682,0.9793574484105632,0.47433405254802413,-0.8568404543602612,0.20206841011169902,7.444922165263277,0.9120018925905237
67,5366.583057741233,5366.583057741233,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8747888559403785,0.4844756350107079,-0.005274144811719117,-0.09311667612425042,0.17879804145929973,0.9794695222404268,0.4754721255237736,-0.8563379119549068,0.2015232949279438,5.234040044124881,0.9632247888063564
68,5375.990757820582,5375.990757820582,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8741674752159545,0.48559543793491045,-0.005319392010973173,-0.09303740705769983,0.1782163808528252,0.9795830554290437,0.47662906558721707,-0.855824743888913,0.20096950411675152,5.737002793495272,0.9512950440181208
69,5385.637797057474,5385.637797057474,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8735340354158534,0.48673350549524946,-0.005365034799582086,-0.09295609870162086,0.17762580361560204,0.9796980338880374,0.47780482697882964,-0.8553008643268272,0.20040703280452304,5.52591628660752,0.9562815845985012
70,5395.5241754519075,5395.524175451908,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8728884634201994,0.48788979401546345,-0.005411037190049595,-0.09287271283526904,0.1770263142452289,0.9798144432877929,0.47899936287905553,-0.8547661861353071,0.19983587616131587,6.127947411099807,0.9421362416796201
71,5405.649893003883,5405.649893003884,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8722306850543693,0.4890642588074689,-0.005457362612740213,-0.09278721065564216,0.17641791745936375,0.9799322690564113,0.4802126253945551,-0.8542206208915836,0.19925602940756004,7.619290487074138,0.908093766877078
72,5416.014949713402,5416.014949713403,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8715606250986735,0.49025685415784104,-0.005503973915923416,-0.0926995527793236,0.17580061820267,0.9800514963786713,0.48144456554428283,-0.8536640788921699,0.19866748782088217,4.7694225038109055,0.9743935121739082
73,5426.619345580461,5426.619345580463,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8708782072982796,0.49146753331413406,-0.005550833365863622,-0.09260969924440177,0.17517442165386843,0.9801721101949873,0.48269513324540214,-0.8530964691618138,0.19807024674304374,5.04353469047407,0.9677868992479871
74,5437.463080605064,5437.463080605066,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8701833543733861,0.4926962484710406,-0.005597902646953451,-0.09251760951246674,0.17453933323288734,0.980294095200373,0.4839642772990388,-0.8525176994627043,0.1974643015869892,7.415027783671652,0.9126738121605334
75,5448.546154787208,5448.546154787211,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8694759880296464,0.4939429507563996,-0.0056451428618961574,-0.09242324247068767,0.17389535860811522,0.9804174358434061,0.4852519453758786,-0.8519276763039314,0.19684964784400627,5.799465744121333,0.9498250439255167
76,5459.868568126894,5459.868568126898,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8687560289688498,0.49520759021705096,-0.005692514531936282,-0.09232655643397078,0.1732425037037481,0.9805421163251998,0.48655808400161205,-0.8513263049512086,0.19622628109099466,7.147714791742382,0.9187068263911512
77,5471.430320624123,5471.4303206241275,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8680233968998617,0.4964901158045444,-0.005739977597143259,-0.09222750914720379,0.1725807747072412,0.9806681205983762,0.4878826385422298,-0.8507134894368603,0.19559419699784908,7.551140105066269,0.9096189806896933
78,5483.231412278894,5483.231412278899,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8672780105498263,0.497790475360705,-0.00578749141674853,-0.09212605778758487,0.1719101780768521,0.9807954323660485,0.4892255531891748,-0.8500891325700787,0.1949533913349482,8.774028762882688,0.882683020426023
79,5495.271843091207,5495.271843091212,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8665197876756404,0.4991086156030593,-0.005835014769539293,-0.092022158967042,0.1712307205492848,0.9809240350808096,0.4905867709443536,-0.8494531359474579,0.19430385998075816,7.35347265170871,0.9140591045294102
80,5465.228555617792,5465.228555617794,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8661708506708905,0.4997160130780277,-0.005653646740530149,-0.09241943651423648,0.17129038816508568,0.9808762667516456,0.491127992688726,-0.8490839235291497,0.1945502135745114,6.669826362097929,0.9296041553189346
81,5452.184597364374,5452.184597364374,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.866014707793882,0.49998985891488545,-0.005354144838418201,-0.09301257421418574,0.1716063105588,0.980764974504314,0.4912913462729914,-0.8488588900156905,0.19511893275282638,6.774689029434584,0.927200608805698
82,5480.991088286773,5480.991088286773,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8654533091358951,0.5009615880617124,-0.005296885161675147,-0.09308684950719515,0.17118612493025498,0.9808313560853303,0.49226558701025774,-0.8483706724763949,0.19478653425582604,5.832909469168594,0.9490390245066435
83,5509.324970941719,5509.324970941719,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8649082282265278,0.5019025510180719,-0.005252240245858186,-0.09314526183677632,0.1707781908954611,0.9808969210430991,0.49321163504463966,-0.8478965967593131,0.19445730703824926,5.46296500015199,0.9577743423003877
84,5537.18624532921,5537.18624532921,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8643795620935026,0.502812809903713,-0.005220232923663387,-0.09318785168328042,0.1703825383812277,0.980961678616155,0.49412953456932707,-0.8474367639012967,0.19413122946810563,6.885663220955125,0.9246645640443333
85,5564.574911449248,5564.574911449248,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8638674040788035,0.5036924249565654,-0.005200885648083714,-0.09321465831124623,0.16999919556482979,0.981025637271131,0.49501932855805464,-0.8469912718255637,0.19380828105436365,5.565478063595534,0.9553447895618711
86,5591.490969301831,5591.490969301831,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8633718438533529,0.5045414545056335,-0.005194220499903451,-0.09322571975985583,0.16962818888506992,0.9810888047016071,0.49588105873941046,-0.8465602153544136,0.19348844245217978,9.740731661528828,0.862025605497333
87,5617.93441888696,5617.93441888696,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8628929674312873,0.5053599549449226,-0.005200259194825085,-0.09322107283393036,0.16926954305299508,0.9811511878269941,0.4967147655720721,-0.8461436862216112,0.19317169546800933,5.760878658022574,0.9507328506044893
88,5643.905260204636,5643.905260204636,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8624308571838147,0.5061479807083835,-0.005219023090224123,-0.09320075309546097,0.1689232810622595,0.9812127927914513,0.49752048822096695,-0.8457417730844248,0.1928580230645951,4.7206108057405,0.9755752292683986
89,5669.403493254857,5669.403493254857,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.861985591852646,0.5069055842458715,-0.005250533191529433,-0.09316479485566809,0.16858942419912637,0.9812736249628379,0.4982982645343499,-0.8453545615353114,0.19254740936583992,4.846088335652619,0.9725406733284293
90,5694.429118037623,5694.429118037623,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8615572465629809,0.5076328160001118,-0.005294810158228219,-0.09311323116758716,0.16826799205210752,0.9813336889316924,0.4990481310217949,-0.84498213411323,0.192239839661567,7.001341142820277,0.9220293025468164
