frame,fx,fy,cx,cy,cam_x,cam_y,cam_z,r11,r12,r13,r21,r22,r23,r31,r32,r33,recon_error,confidence
0,5298.897886026159,5298.897886026172,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8928804557154377,0.450273900112961,-0.004231628345670507,-0.09563835183739167,0.19881448592162104,0.9753594751913517,0.4400202239206965,-0.8704747067346559,0.22058102247472539,4.8419443677627525,0.9726407231669698
1,5290.791275008439,5290.7912750084515,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8928540856624498,0.4503262455824847,-0.004225429617763288,-0.09559983234858108,0.1986962393670228,0.9753873469121518,0.44008209889836936,-0.8704746274309131,0.22045786270446183,58.61236036843159,0.29709121342394446
2,5282.961772330373,5282.9617723303845,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8928208992916709,0.4503920890017796,-0.004219946993204632,-0.09556166866862137,0.19857289198946976,0.9754162055493066,0.4401577095420244,-0.8704687086458373,0.22033024758114245,4.963790389272689,0.969703719908696
3,5275.40937799196,5275.409377991971,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8927808936844823,0.4504714287887114,-0.00421517698249671,-0.09552385720791415,0.19844444426064373,0.9754460493775174,0.440247054023146,-0.8704569457400757,0.22019817673359582,5.725133844228166,0.9515746546402074
4,5268.134091993201,5268.134091993212,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8927340652942287,0.4505642630815253,-0.004211115890364325,-0.09548639413871526,0.19831089661761625,0.9754768766183559,0.44035013023459635,-0.8704393333923504,0.22006164973901032,5.026669621024446,0.9681919338285542
5,5261.135914334097,5261.135914334107,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8926804099465038,0.45067058973830887,-0.004207759815733736,-0.09544927539518702,0.19817224946324236,0.9755086854401718,0.44046693579004964,-0.8704158655996588,0.21992066612331113,4.941068024813811,0.9702506739985213
6,5254.414845014647,5254.414845014656,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8926199228394754,0.45079040633637857,-0.00420510465170662,-0.09541249667344753,0.19802850316658116,0.9755414739579977,0.44059746802335176,-0.8703865356775036,0.21977522536156235,6.9348843589723455,0.9235422251782155
7,5247.97088403485,5247.9708840348585,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8925525985442397,0.450923710171587,-0.004203146085528797,-0.09537605343161643,0.19787965806334723,0.9755752402334443,0.44074172398779665,-0.8703513362601472,0.21962532687839414,58.318050946291805,0.29870299073760215
8,5241.804031394708,5241.804031394717,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8924784310052112,0.45107049825755197,-0.004201879598553587,-0.09533994088985653,0.19772571445638842,0.9756099822745921,0.44089970045532534,-0.8703102593008973,0.21947097004845495,58.18639302433521,0.29942827135867844
9,5235.91428709422,5235.914287094228,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8923974135405461,0.4512307673248094,-0.004201300466199459,-0.09530415403041323,0.1975666726161931,0.9756456980358769,0.44107139391564587,-0.8702632960724185,0.21931215419688765,5.43418480069821,0.9584576708712331
10,5230.301651133384,5230.301651133393,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8923095388426006,0.45140451381988733,-0.004201403757903843,-0.09526868759764903,0.19740253278142522,0.9756823854179699,0.4412568005752743,-0.8702104371670738,0.2191488785998304,58.17323112797085,0.29950092332419975
11,5224.966123512204,5224.966123512211,959.5,539.5,1.176099194609868,69.72338730444102,-17.491265859010042,0.8922147989784205,0.4515917339043022,-0.004202184337070147,-0.09523353609807636,0.1972332951594874,0.9757200422676512,0.44145591635649556,-0.8701516724972932,0.21898114248494172,58.27464293025902,0.2989418260862865
