frame,fx,fy,cx,cy,cam_x,cam_y,cam_z,r11,r12,r13,r21,r22,r23,r31,r32,r33,recon_error
12,5152.077531510884,5152.077531510884,959.5,539.5,1.7240807912691563,68.56707727396761,-17.259301063422264,0.8922557965412701,0.4515123862419742,-0.004019777180636841,-0.09550778995309347,0.1974238059353541,0.975654704753826,0.44131378360162227,-0.8701496457047362,0.21927548536747699,59.07409359859924
13,5223.928070060566,5223.928070060566,959.5,539.5,1.21935621876904,69.45161526357211,-17.416326267959562,0.8920620386159319,0.45188812034827275,-0.004737715535198944,-0.09454265361729774,0.19686568933827642,0.9758614589214828,0.4419128940270777,-0.870081046253434,0.21833911020049213,60.33208586456421
14,5166.189578622295,5166.189578622295,959.5,539.5,1.607666399456911,68.77360810564753,-17.308907124558342,0.8921854519586365,0.45165188542505275,-0.003961528159468236,-0.09553781993150912,0.1972816714915303,0.9756805148491192,0.44144948100105164,-0.870109485343944,0.21916167374429152,58.766636900313095
15,5128.8026848790105,5128.8026848790105,959.5,539.5,1.955136386065888,68.34668499378375,-17.27866555238998,0.8927629011530546,0.4505174864916528,-0.0028977042680394527,-0.09662981086814015,0.19775958652246217,0.9754762045227204,0.4400421365919054,-0.8705889617401018,0.2200858417071001,61.262375822399626
16,4992.608513886983,4992.608513886983,959.5,539.5,2.6347556059368324,66.33834935006628,-17.04950963803114,0.8910690578073255,0.45385467256990775,-0.0034453453857862804,-0.09812605118807272,0.20005481522957175,0.9748586302545091,0.4431334023706645,-0.8683282830185389,0.2227976225489738,8.45752862692368
17,5006.307967974679,5006.307967974679,959.5,539.5,2.6359832436737203,66.60439794352277,-17.10373379224593,0.891740732413727,0.4525375387491163,-0.002870919212009243,-0.09833282020884512,0.19995274213255007,0.9748587371426943,0.44173422170350896,-0.8690389386768386,0.22280529715298342,61.38493687042679
18,5302.902257902775,5302.902257902775,959.5,539.5,0.34204847976821806,70.94099652881192,-17.952250974484038,0.8912320233378899,0.4535369622794897,-0.003115192344557871,-0.09678878780418113,0.19689807971785192,0.9756347045686821,0.44309977559512265,-0.8692153761006044,0.21937916678170877,5.771353160413442
19,5313.714669934297,5313.714669934297,959.5,539.5,0.41351155615911944,70.92477943669613,-17.93465873904796,0.8913422436123046,0.45332363697727474,-0.002585519266773001,-0.09719591475035186,0.19667485113025357,0.9756392556107687,0.4427888423481616,-0.8693771811421027,0.21936580864251887,61.39285389789001
20,5403.697438599151,5403.697438599151,959.5,539.5,-0.1993963880489909,71.7412195477987,-17.97666182891479,0.8902901839327073,0.45537179504926983,-0.004462809280246699,-0.09499159255501963,0.19528304420726603,0.9761358153397528,0.4453762294251089,-0.8686202052213319,0.21711506936259406,64.83766273645313
21,5292.383462584005,5292.383462584005,959.5,539.5,0.6293385203401012,70.40466011051855,-17.7077280794135,0.8907270412036463,0.45453147693330415,-0.0025445128074128576,-0.09682933042056402,0.19521611185945392,0.9759686216476339,0.44410518893489986,-0.8690752591964094,0.2178962482783733,5.495834451331347
22,5173.963885233319,5173.963885233319,959.5,539.5,1.5173196536945308,68.89639193953273,-17.349625577216415,0.8913733611425283,0.45325476776964724,-0.0036941222982768696,-0.09573313569071254,0.19622290669468992,0.9758748575606969,0.4430448033509648,-0.8695152019271256,0.21829937205895653,62.967924870634484
23,5173.963885233319,5173.963885233319,959.5,539.5,1.5173196536945308,68.89639193953273,-17.349625577216415,0.8913733611425283,0.45325476776964724,-0.0036941222982768696,-0.09573313569071254,0.19622290669468992,0.9758748575606969,0.4430448033509648,-0.8695152019271256,0.21829937205895653,62.967924870634484
24,5041.221516520809,5041.221516520809,959.5,539.5,3.1193986322116096,66.95949456991148,-16.786950984946696,0.8946038444216271,0.44682013682222443,-0.005977196350599928,-0.09223634922371052,0.19772651198112395,0.9759081321219022,0.4372372553064602,-0.8724998520286104,0.21809995594251322,6.915147194635157
25,5165.977728576015,5165.977728576015,959.5,539.5,1.7864920044991566,68.90336878500403,-17.16336644811871,0.8923262279876788,0.4513750661757413,-0.0038016417672050162,-0.0942452426139728,0.1945372444771855,0.976357052904242,0.4414427902796856,-0.8708707195365273,0.21613063818907463,65.48729726242006
26,5273.628804912841,5273.628804912841,959.5,539.5,0.7498216513344416,70.02143470649935,-17.556838366916214,0.8899668262431504,0.4559877878988949,-0.00584683450828169,-0.09369953462745012,0.19539422857231925,0.9762384404699641,0.4462952446501016,-0.8682719808491467,0.21662022499066252,6.66756996780316
27,5158.367672091313,5158.367672091313,959.5,539.5,1.7046656018273456,68.65710562474644,-17.288246253016062,0.8909580556329852,0.4540675702770755,-0.004047805005578525,-0.09532216038771207,0.1957390480272076,0.9760122493167909,0.4439678241063303,-0.8692001304073047,0.21767798340258254,6.101521718464181
28,5300.051434719382,5300.051434719382,959.5,539.5,0.7218196627835376,70.58961149181346,-17.695890024411685,0.890762286323371,0.4544399172404042,-0.005187569999089814,-0.09385907435105456,0.19512069658320924,0.9762778231255929,0.444671815416633,-0.8691445652959109,0.2164594677778224,345.5732129277863
29,5280.569392467705,5280.569392467705,959.5,539.5,0.8749758939386444,70.30927939348469,-17.64286297958606,0.8907252686577726,0.45451747315923774,-0.004728886494762025,-0.09438452834787836,0.1951237393059732,0.9762265552461699,0.4446347451370476,-0.8691033269710778,0.2167010624448263,60.99201922342114
30,5276.335065254036,5276.335065254036,959.5,539.5,0.7841649113598729,70.18061383780362,-17.640997140778737,0.8896622185604294,0.4566046547518886,-0.0036504965475359363,-0.09572038463092178,0.19430953784590851,0.9762588854746563,0.44647367764767876,-0.8681912190070908,0.2165762277045627,351.8583130060471
31,5168.478622504231,5168.478622504231,959.5,539.5,1.6309366818785436,68.88202773586386,-17.361796951349607,0.890458429282271,0.4550448732983675,-0.004236626608939087,-0.09514411650549648,0.19527162148098165,0.9761232457730822,0.4450071716439404,-0.8687940821213396,0.21717610378768581,362.60759112392725
32,5193.379447567488,5193.379447567488,959.5,539.5,1.6005559574568202,69.22703343928103,-17.36210073518883,0.8908088664504688,0.4543596917591017,-0.004102920643226843,-0.09458319474907312,0.19425482109455697,0.9763806039411989,0.44442500236180393,-0.8693804316788454,0.2160187081935609,5.2799330872353645
33,5223.01434287263,5223.01434287263,959.5,539.5,1.1995144945352754,69.4102389248521,-17.43870532984308,0.8890085116478313,0.4578645959336878,-0.004886512886349087,-0.09453108537185242,0.19396638560640142,0.9764429912458834,0.4480264948818621,-0.8676042029896291,0.21572020498461242,5.748667539603219
34,5196.877987601606,5196.877987601606,959.5,539.5,1.4019001427271565,69.31174167249874,-17.438482897389267,0.8892669157148615,0.4573831932516065,-0.002228709478798774,-0.09667800700201393,0.19272426669224924,0.9764787350424244,0.44705448837596495,-0.8681347657817295,0.21560220978460717,326.11249645460407
35,5243.637735787648,5243.637735787648,959.5,539.5,1.019760416806635,70.03190403253147,-17.633937297594162,0.8892464533154406,0.45742246065676095,-0.0023318989309612514,-0.09666056271027443,0.19288961030241925,0.9764478141989535,0.4470989609498588,-0.8680773529611835,0.21574111428622467,5.944012768373015
36,5166.654129662497,5166.654129662497,959.5,539.5,1.5527341781315882,68.86048149501941,-17.274852051099522,0.8886021838361332,0.458662088644673,-0.0039047819095167913,-0.09511319195430018,0.19258499026266876,0.9766598702935388,0.44870885839029206,-0.8674906973366537,0.21475625820088895,6.688799923735086
37,5103.650022309451,5103.650022309451,959.5,539.5,2.3346656929140863,67.89019611090903,-17.054270630560403,0.889771651157498,0.45637682762668963,-0.005157518963458452,-0.093613429802895,0.19354944532515694,0.9766141192788801,0.4467022885065601,-0.8684807444150521,0.2149378096642818,335.43304783034966
38,5251.069303390466,5251.069303390466,959.5,539.5,1.004994449160453,69.89100195519924,-17.579718360272285,0.8879219482341014,0.4599743092436963,-0.0042718473687561875,-0.09488157064175973,0.19222805662097026,0.9767527127171328,0.4501023232518471,-0.8668748520308508,0.2143265954560475,332.80654332720303
39,5214.6486282368,5214.6486282368,959.5,539.5,1.3665927245271379,69.44492168246404,-17.44315453917997,0.8879821042045881,0.4598578048262636,-0.004310678921254363,-0.09457501804561133,0.19178080061236685,0.9768703550001667,0.4500481625049305,-0.8670357108313647,0.21378897906366917,5.0254550752034985
40,4825.494973106444,4825.494973106444,959.5,539.5,4.541637490760737,63.93881709070238,-16.218626459107682,0.8893368332294102,0.45720046583983576,-0.006908769595329517,-0.0926106852230438,0.19489940994729404,0.9764412327348302,0.44777590158917946,-0.8677453278687437,0.2156728724665291,17.9939109368575
41,5104.523686712285,5104.523686712285,959.5,539.5,2.381406932747403,67.88657974133966,-16.991281344009415,0.8885126115098222,0.4588269230690905,-0.004815999890608991,-0.09356224665568585,0.19143740966075007,0.9770352215673306,0.44921202698585005,-0.8676575204822079,0.2130234305468084,5.675557513521052
42,5140.582718349507,5140.582718349507,959.5,539.5,1.9436986137582906,68.32393133768888,-17.062039739559356,0.887057248029959,0.4616280899707108,-0.005380080622924277,-0.09307020782775208,0.19023246509153063,0.9773175254952192,0.45218068858854965,-0.8664358693955329,0.2117109092427507,6.309138954311028
43,5266.025144715695,5266.025144715695,959.5,539.5,0.9247552645999636,70.06198483827431,-17.60987289106087,0.8859932096255903,0.463680920127611,-0.004004598226672429,-0.09494548460107291,0.18985984248283896,0.9772095963334883,0.45387375717396616,-0.8654208482131706,0.21223894088216688,4.0460513926823936
44,5228.499682694354,5228.499682694354,959.5,539.5,1.554056505927425,69.49243198720853,-17.28815415034404,0.8871010346573907,0.4615331497658399,-0.006237465591856228,-0.09171556233554737,0.18949591336741742,0.9775886427544678,0.45237153970520866,-0.866647823792497,0.2104317931788537,6.147500953185049
45,5231.120375520658,5231.120375520658,959.5,539.5,1.2891258902402505,69.52209628447814,-17.403931556539625,0.8854436574069346,0.4647168275346334,-0.005272548148374828,-0.09331801349561383,0.18889361467201032,0.977553553874863,0.45528153698021134,-0.8650765703348391,0.2106211042195168,5.367366740482522
46,5379.792012172658,5379.792012172658,959.5,539.5,0.1990120131941146,71.18804384182101,-17.84672316102434,0.8836674949659091,0.46808757411039204,-0.005077529332564418,-0.09403789813870836,0.18813186074272772,0.9776314626111072,0.4585723847489387,-0.863423665379243,0.21026398171998967,9.85071063958035
47,5094.7010951479215,5094.7010951479215,959.5,539.5,2.281662413096292,67.38075042120511,-16.945476183657483,0.8840813252161512,0.46730996748104914,-0.004648085295522075,-0.09446712275773408,0.18844080097086083,0.9775305761188933,0.4576856706539203,-0.8637774359302985,0.21074242111105665,9.432203638981916
48,5271.145061510045,5271.145061510045,959.5,539.5,1.0589501316897412,69.72338730444102,-17.56391461557392,0.883676329511661,0.46806383612658664,-0.005691218785301322,-0.09374357718815637,0.1888679300569095,0.9775177986778484,0.45861561944265106,-0.8632758251604652,0.21077609754607216,4.925452836349162
49,5190.649769343775,5190.649769343775,959.5,539.5,1.7887566569567408,68.79217722644749,-17.26088274794989,0.8841949387147451,0.4671062583790758,-0.0033247156762790664,-0.09494264727545157,0.18667870235869682,0.9778225584501526,0.45736769024446533,-0.8642700998349838,0.20940866852083662,4.828466337110893
50,5339.35479299655,5339.35479299655,959.5,539.5,0.7266580779494813,70.46425208895866,-17.619139280480294,0.8828366480167615,0.4696534126965106,-0.005012470553510395,-0.09352467583126234,0.1862424875784547,0.9780423665829853,0.46027447021227025,-0.8629828548488726,0.20834587662755355,4.35601166815584
51,5303.705839812856,5303.705839812856,959.5,539.5,0.9249512291276062,70.13858286083304,-17.682613410759878,0.8823725982410928,0.4705294888971039,-0.004538496611546677,-0.09460247067738373,0.18683735325578524,0.9778252277222692,0.4609435653255153,-0.8623768338183737,0.20937341301702878,4.822511931242263
52,5298.419705271445,5298.419705271445,959.5,539.5,1.0973710723751586,69.822912287909,-17.491265859010042,0.8816434000021198,0.4719015727036102,-0.003717648794779621,-0.09464416772049564,0.18452837692675808,0.9782595563679769,0.4623282348604687,-0.8621242275847695,0.20735095722510588,3.726213936067211
53,5298.419705271445,5298.419705271445,959.5,539.5,1.0973710723751586,69.822912287909,-17.491265859010042,0.8816434000021198,0.4719015727036102,-0.003717648794779621,-0.09464416772049564,0.18452837692675808,0.9782595563679769,0.4623282348604687,-0.8621242275847695,0.20735095722510588,3.726213936067211
54,5168.285449915841,5168.285449915841,959.5,539.5,2.1603162317109175,68.1101401603698,-17.07484342391174,0.8819302007668965,0.47134413716819457,-0.0058159549888192885,-0.09267999645444935,0.18548410187143147,0.9782668686049588,0.4621791202904617,-0.8622240731446315,0.2072682041641128,5.7667692639388495
55,5351.874608477492,5351.874608477492,959.5,539.5,0.7172892185550331,70.78164214977856,-17.812286609804115,0.8812888105638496,0.47256770338528287,-0.0031301904278011605,-0.09533924688328513,0.18427727170995303,0.9782393956158504,0.46286116749915734,-0.8618130034110041,0.2074557465413324,8.919675552381914
56,5308.490188649306,5308.490188649306,959.5,539.5,1.1357104727448766,69.88661028076332,-17.508736330906512,0.8803387173021562,0.474320869588464,-0.004843086994672063,-0.09351076325828589,0.18354740125257807,0.9785530586781067,0.465037073762563,-0.8610052637273878,0.2059379903273899,4.877419131979014
57,5257.041016497351,5257.041016497351,959.5,539.5,1.5325850718210132,68.89359944832988,-17.20606638404562,0.8793365793316286,0.47613983405080706,-0.0076183121109502094,-0.09092245830098655,0.1835767057535922,0.9787914485124827,0.46744014250581356,-0.8599944485487849,0.20471751668925586,5.714450262963092
58,5464.346662905306,5464.346662905306,959.5,539.5,-0.12765641201871625,71.56840938869725,-18.043531080359546,0.8775086388630556,0.47952021212027496,-0.00624138516948447,-0.09328110202758011,0.1834391142085326,0.9785952827307666,0.47040113172188214,-0.8581436112600941,0.20569958125445226,38.771182272941
59,5434.167279431952,5434.167279431952,959.5,539.5,0.09649339531598272,71.22483034342723,-17.96972367986991,0.877710857462771,0.47915002186934774,-0.0062375663980697715,-0.09328278344283716,0.18361505595173927,0.9785621255398127,0.4700233749561009,-0.8583127447326195,0.20585737592914483,38.837654854895945
60,5252.976672206419,5252.976672206419,959.5,539.5,1.6788486680136292,68.92674906085765,-17.324498541226426,0.8788099358167558,0.4771393837053104,-0.005577206026883691,-0.09292787860751725,0.18259828862105576,0.9787861228941532,0.4680357957328225,-0.8596486919143065,0.20480874103115213,5.540510228019778
61,5249.32685692905,5249.32685692905,959.5,539.5,1.7258729538900448,68.7111504159915,-17.38021919852938,0.8776459026996548,0.4792971722890105,-0.003448203918924253,-0.09549426675821418,0.18190134806364627,0.978668863604508,0.4697004518741906,-0.8585954345373534,0.20541510485062747,5.032577506362685
62,5381.858871672814,5381.858871672814,959.5,539.5,0.8929657663585885,70.19108793527622,-17.696004843284456,0.8768253751669642,0.480789404002551,-0.004337102971383178,-0.09453422724200242,0.1812343139023137,0.9788857968854769,0.47142395075247295,-0.8579019014218523,0.20436190005404764,6.2732888109729945
63,5234.268555839677,5234.268555839677,959.5,539.5,2.131388625184378,68.34387432937585,-17.16514306380296,0.8773819808400288,0.4797704606769089,-0.0046005172637189895,-0.0935522628895546,0.1804728280426639,0.9791207956358228,0.47058350354158274,-0.8586325543561399,0.20322721961976328,5.332502303913265
64,5331.066923416235,5331.066923416235,959.5,539.5,1.56241129675829,69.22824301063717,-17.400337725557453,0.8761389115257217,0.48204472117586905,-0.0036734856747561995,-0.09451412220756297,0.1792463869147837,0.9792537023066747,0.47270253692344166,-0.8576150765725112,0.20260476801316363,4.7552473070473305
65,5298.130480459548,5298.130480459548,959.5,539.5,1.769153697540008,68.74848211449603,-17.28909460804322,0.8758768339264692,0.48251895505558107,-0.0039025380221873185,-0.0944091924161119,0.17929327842427664,0.9792552398119769,0.4732089138829509,-0.8573385435893717,0.20259305392281596,4.456819197477529
66,5387.576840612162,5387.576840612162,959.5,539.5,1.095885580135953,69.81242774096758,-17.631420733423344,0.8748800463779123,0.484319791752781,-0.004386771742968948,-0.09451861101799514,0.17960842779917371,0.9791869304860732,0.47502751143592825,-0.856256475584303,0.20291306364780248,7.444922165263277
67,5384.896270998901,5384.896270998901,959.5,539.5,1.2080997481020197,69.81647243712594,-17.528832318316926,0.874857675822402,0.4843651133697662,-0.0038057857163050768,-0.0942865723911008,0.1779961236808247,0.9795036611576999,0.47511481698781255,-0.8565674619695136,0.2013904013942653,5.234040044124881
68,5392.032058728426,5392.032058728426,959.5,539.5,1.3974310626793653,69.59394458672276,-17.39311835790454,0.8745933690557598,0.4848368751055996,-0.004432080948344186,-0.09313337651387155,0.17695930087381256,0.9798018064962816,0.47582834403051366,-0.8565153882868005,0.19992192637399833,5.737002793495272
69,5404.737502449083,5404.737502449083,959.5,539.5,1.0912010312580311,69.48986983768297,-17.48555319723747,0.8720965995793819,0.48931420125378877,-0.004374180317111898,-0.0942848458523671,0.17680044177313803,0.9797203537905187,0.48016443937954767,-0.8539983701624906,0.20032197811307376,5.52591628660752
70,5448.30509814807,5448.30509814807,959.5,539.5,1.0866440837522091,69.93195037617589,-17.66604539613642,0.8726816965571518,0.4882687564209044,-0.00450310973824164,-0.09429772664638356,0.17757239815821171,0.9795794925179198,0.47909768862253455,-0.8544364604319767,0.20100681540937831,6.127947411099807
71,5431.111741214511,5431.111741214511,959.5,539.5,1.2317368292068605,69.75196761267091,-17.62480219972451,0.8729281352245022,0.48782916434617796,-0.004379171928913905,-0.09434959339737004,0.17762385942402537,0.9795651682195857,0.4786383028542787,-0.8546768225338884,0.20107934768183428,7.619290487074138
72,5492.004439585699,5492.004439585699,959.5,539.5,0.8883074502866379,70.1840821916296,-17.506352685373326,0.8717618592107776,0.48989631417765167,-0.005732554449781768,-0.09204088774980759,0.17525514552421062,0.9802112573060539,0.4812065417339995,-0.8539831586878276,0.197871243160711,4.7694225038109055
73,5452.182435483881,5452.182435483881,959.5,539.5,1.2937972339560457,69.62507892801926,-17.46166455290255,0.8715066216590059,0.49036533417067596,-0.00424822882947154,-0.09363408243896429,0.17490329054510415,0.980123205297328,0.48136147229532145,-0.8537860844498323,0.19834428398495463,5.04353469047407
74,5384.249957013691,5384.249957013691,959.5,539.5,1.853024064401576,68.41425289899088,-17.091601257827218,0.8701368386726669,0.49277564385145256,-0.005834964569180617,-0.09209097353409645,0.17422186922984362,0.980390734796898,0.48412925399967266,-0.8525367470724331,0.19697705529547035,7.415027783671652
75,5458.364465764279,5458.364465764279,959.5,539.5,1.437759856405772,69.29298678074315,-17.347252442241004,0.8697918199313244,0.49339808568172017,-0.004529793170601593,-0.0932498115069581,0.1733875076536338,0.9804291126050765,0.48452725685400955,-0.8523468198070988,0.19682031432312497,5.799465744121333
76,5515.852853984397,5515.852853984397,959.5,539.5,1.2928827471287279,69.7026544825655,-17.353246171428808,0.8696400522422776,0.49364714366086104,-0.0062190908919176335,-0.09124200608932534,0.17309242184785495,0.9806701330333456,0.48518148754960155,-0.8522625833945296,0.1955694584663933,7.147714791742382
77,5556.424285925746,5556.424285925746,959.5,539.5,0.9578613128110046,70.24185080565796,-17.545352250277684,0.8694904698596615,0.49391561880753676,-0.005803819534858479,-0.09198689626921772,0.1734559147156862,0.980536310681507,0.48530890547977934,-0.8520331021434042,0.19625202957907473,7.551140105066269
78,5310.9463126027085,5310.9463126027085,959.5,539.5,2.500848914049712,66.61361176803929,-16.908896869511022,0.8662680150129956,0.49953278491155945,-0.006835419807590143,-0.09284860899672615,0.17442783788497107,0.9802826455559371,0.49087560743310255,-0.8485528422963863,0.19748218111492155,8.774028762882688
79,5379.89350139845,5379.89350139845,959.5,539.5,2.7253543891758287,66.99669591408653,-16.50093013995263,0.867734873905086,0.4969002299171736,-0.011240556800488855,-0.08614265441929553,0.17262694425922714,0.9812132190331109,0.4895054971075634,-0.8504646374917548,0.19259872449602433,7.35347265170871
80,5520.8497566194665,5520.8497566194665,959.5,539.5,1.4402614479667266,69.05747167107225,-17.338058011442662,0.8663533254032965,0.49939392176162034,-0.006134041913683302,-0.09237026651478497,0.1722907979258627,0.9807056718577992,0.4908152905387503,-0.8490710169694985,0.19539385536844303,6.669826362097929
81,5448.434981207039,5448.434981207039,959.5,539.5,2.1817466495684874,67.9864417956419,-17.0645898428301,0.8663145474975888,0.49947259017761086,-0.0051221533866873115,-0.09296208211456397,0.17129735560646392,0.9808237697217366,0.4907720001008344,-0.8492257341976286,0.19482940305181234,6.774689029434584
82,5457.250315263876,5457.250315263876,959.5,539.5,2.304068357897041,67.73873333901497,-16.95387875090459,0.8655395680675173,0.5008090018846696,-0.0056213646721083865,-0.0922326708650121,0.17041595481899505,0.9810461440565561,0.49227471043575066,-0.8486157823034,0.19369270376291048,5.832909469168594
83,5466.598374633475,5466.598374633475,959.5,539.5,2.285102447639695,67.88206496392387,-17.027248051219317,0.8658481018175699,0.5002772312193707,-0.0054549520979596255,-0.09251724098526815,0.17081910433860292,0.9809492309561341,0.49167837526108926,-0.8488483524849639,0.194187666405922,5.46296500015199
84,5322.047016938966,5322.047016938966,959.5,539.5,3.4799564430558334,65.5033127381965,-16.783675844449704,0.8637295091058338,0.5039414856332883,-0.003783405543865387,-0.09610792359090922,0.17208433419191072,0.9803827053496866,0.4947065818470976,-0.846421857576611,0.1970670872919167,6.885663220955125
85,5600.83364112671,5600.83364112671,959.5,539.5,1.4753340200362004,69.26136524097986,-17.426283398759193,0.8643860039887282,0.5027965415949456,-0.005698584785757882,-0.09283742070811601,0.1707197813040598,0.980936271929914,0.4941842261997671,-0.8473785423479026,0.19424612362588156,5.565478063595534
86,5681.406988439561,5681.406988439561,959.5,539.5,0.8442254532443195,69.80865780802637,-17.477086022953987,0.8620956166393001,0.506731098844326,-0.0038394316411361484,-0.09421677909336179,0.16772522630210923,0.9813212761370147,0.49790997811710674,-0.8456310317898275,0.19233775439443535,9.740731661528827
87,5632.533766950758,5632.533766950758,959.5,539.5,1.5629148516762164,69.06150557998845,-17.347337380987224,0.8627461069101557,0.5056169424221436,-0.004545607445983424,-0.09369384479787046,0.16869326811407948,0.9812054039496438,0.4968808896087299,-0.846105246898206,0.19291265565784732,5.760878658022574
88,5682.649148681478,5682.649148681478,959.5,539.5,1.3847574325867922,69.30512285027837,-17.380254481308945,0.8619893320418124,0.5068900742345896,-0.006069933159662644,-0.09236768005881524,0.1688264075250739,0.9813082368974239,0.49844017005721253,-0.8453165660062686,0.19234682245544693,4.7206108057405
89,5706.800350129533,5706.800350129533,959.5,539.5,1.176099194609868,69.62938752891706,-17.496551629446742,0.8619192241399769,0.5070097995028554,-0.006026131928098338,-0.09265927951260666,0.16918365450585926,0.9812192155518801,0.4985072807674379,-0.8451733279370076,0.19280180695662186,4.846088335652619
90,5627.9939109833485,5627.9939109833485,959.5,539.5,1.808390497297468,68.35838403043968,-17.187063995795675,0.8605462671171173,0.5093335124013485,-0.006284528279863866,-0.09249183306988973,0.1683788102735127,0.9813734442434481,0.5009045647288182,-0.8439359865509835,0.19200694684841885,7.001341142820277
91,5741.69570562088,5741.69570562088,959.5,539.5,1.4730016504389902,69.84880619598493,-17.576793840015046,0.8628051685866677,0.5055179230653308,-0.0043440211609094,-0.09369979259134747,0.1683566243509674,0.9812626538829886,0.49677720351126275,-0.8462314556295233,0.19262589019824894,6.403771471288264
92,5842.889415439908,5842.889415439908,959.5,539.5,0.5747674515896053,70.3740315339667,-17.735665639144624,0.8592137401380157,0.5115928443987018,-0.0049507896428999665,-0.0940843001110663,0.16751032424388781,0.9813706923198382,0.5028915322717746,-0.8427413914314126,0.19206002691240406,7.046089965579138
93,5964.677883144172,5964.677883144172,959.5,539.5,0.5041525820176754,72.24025781664562,-18.171632070298454,0.8638120641593223,0.503802056121009,-0.0034937173690574863,-0.09422442101591869,0.1683603058689574,0.9812117844236923,0.49492471780769454,-0.8472533833841887,0.19290212037979038,7.996383999799477
94,5574.598970352837,5574.598970352837,959.5,539.5,3.113692570527505,66.54352194046338,-16.488999901886377,0.859360777642663,0.5112928883114809,-0.008867706101429507,-0.08852989844311795,0.165832028103668,0.982172182225029,0.5036482015564525,-0.8432551931753091,0.1877742481061319,7.081551209260267
95,5517.735630355916,5517.735630355916,959.5,539.5,3.3639883688213916,65.81343084241053,-16.670007973607785,0.8583298785731591,0.5130529685115671,-0.0068169678050315485,-0.09234671794105145,0.1675363356800899,0.9815312832061972,0.5047196283424114,-0.8418481025270278,0.19118020043284045,7.876050677089337
