frame,fx,fy,cx,cy,cam_x,cam_y,cam_z,r11,r12,r13,r21,r22,r23,r31,r32,r33,recon_error
19,6389.383270577438,6389.383270577438,959.5,539.5,0.03326995201249151,88.7527931553112,-20.091151029954943,0.8975182133637883,0.4409566266571635,-0.004279028792651518,-0.0896204185672134,0.19189623324449132,0.9773146966266358,0.431774521314205,-0.8767742520590524,0.2117490818638381,7.400586567922705
20,6374.655148546897,6374.655148546897,959.5,539.5,0.26119569047960606,88.29126989814583,-19.866387124775134,0.8976728247256744,0.44062310704534313,-0.005897227037954311,-0.08765643385013133,0.19166394812949605,0.977538378066095,0.43185628321665837,-0.8769927072245939,0.2106749679510393,7.792558054272531
21,6014.778433897799,6014.778433897799,959.5,539.5,2.310680712380544,82.90071806634676,-18.763611912020533,0.8948983384656026,0.44621120395254193,-0.007247432561026196,-0.08815864968355697,0.1926798272106733,0.9772934752018131,0.43747573223834424,-0.8739393832831245,0.21176623444080128,6.991294710813452
22,6014.778433897799,6014.778433897799,959.5,539.5,2.310680712380544,82.90071806634676,-18.763611912020533,0.8948983384656026,0.44621120395254193,-0.007247432561026196,-0.08815864968355697,0.1926798272106733,0.9772934752018131,0.43747573223834424,-0.8739393832831245,0.21176623444080128,6.795897313909434
23,6269.729987550099,6269.729987550099,959.5,539.5,1.0077023122865072,86.6667535501403,-19.439747377753974,0.896734202747876,0.44252581419268566,-0.006218793711919607,-0.08730064878813582,0.1906465556420178,0.9777691381624833,0.43387367555925926,-0.8762561238558824,0.20959207776479294,7.193883224484626
24,6258.170271714428,6258.170271714428,959.5,539.5,1.08526071682764,86.44849868581531,-19.356035763181655,0.8966706984638105,0.44264527294044576,-0.006842576992657251,-0.08664260846564834,0.19062843024598014,0.9778312021919846,0.43413674909490274,-0.8761997283299234,0.2092828687682719,6.773419565809698
25,6117.777215998281,6117.777215998281,959.5,539.5,2.1363171757645905,84.26052343593577,-19.03911514681616,0.8961723628951109,0.44366209865343664,-0.006248055811337638,-0.08797799471780413,0.19147727536592235,0.9775460733202689,0.4348965031227859,-0.8755000829450964,0.21062914407721842,4.500333200120848
26,6118.502263670707,6118.502263670707,959.5,539.5,2.0816648427370645,84.31163186942108,-19.08175072599461,0.896058912967019,0.4438943653949614,-0.006018044779535631,-0.08836429553620284,0.19162699736548328,0.9774818899371382,0.4350519230698269,-0.8753495794545705,0.21093349184506438,4.1295232015534165
27,5954.369516580053,5954.369516580053,959.5,539.5,3.6754570267179054,81.19033569682088,-17.898776097789234,0.895763261320613,0.44438849701081873,-0.011271352745995361,-0.08170195492064095,0.18950612060677396,0.9784744354426008,0.43695877406273087,-0.8755605598569619,0.20606002958497055,6.605749302785655
28,5910.55166127268,5910.55166127268,959.5,539.5,4.033510267899946,80.51325516547027,-17.72469135161325,0.8957678722568729,0.4443944867699323,-0.010651721029164674,-0.08221220823914133,0.1891691579282804,0.9784968995889305,0.43685360459636674,-0.8756303842473683,0.2059863061806961,7.215257132425496
29,5626.510231796271,5626.510231796271,959.5,539.5,5.6136677727280375,77.4707282889823,-17.380644175041354,0.8961434634474021,0.44369644463118674,-0.007769037401076567,-0.08596307400678885,0.19074379845308995,0.9778686789436456,0.43535875186769635,-0.8756427744082239,0.209075318483245,5.841552726509415
30,6021.2317750561915,6021.2317750561915,959.5,539.5,2.7561920528789803,82.31389628648613,-18.62957651562998,0.8940296363693372,0.4479432968231927,-0.007603428468765772,-0.08714894868530748,0.19053396038430578,0.9778046178472044,0.4394497355060716,-0.873523676136738,0.20938079470716248,5.733990352633643
31,6098.841232886377,6098.841232886377,959.5,539.5,2.3967682818172733,83.56725713509836,-18.738234608395253,0.894472312959407,0.44707462096773765,-0.0066003511726552,-0.08680279860879556,0.1881114431915559,0.9783043284653661,0.4386166384244099,-0.8744932065070281,0.2070678059726492,5.102242006122507
32,6162.057276465507,6162.057276465507,959.5,539.5,1.8083480374920617,84.68168266381842,-19.016897221212247,0.8944025608521877,0.4472256388779393,-0.00576949488842976,-0.08758574280689826,0.18778260694057006,0.9782977206288315,0.43860323391194056,-0.8744866611108613,0.2071238343145596,5.414237324888018
33,6234.632550208305,6234.632550208305,959.5,539.5,1.5887011345020416,85.40701269573647,-19.281903865968374,0.8946078958228216,0.4467885825299191,-0.007528296777463528,-0.08600190925900514,0.18868578010954343,0.9782644570811407,0.4384978726690355,-0.8745156596112837,0.20722445984818388,7.088909281068268
34,5993.641472761143,5993.641472761143,959.5,539.5,2.811443278672673,81.74171866818875,-18.659736021860866,0.8921340972556434,0.4516917998113411,-0.008442185561223364,-0.08710497480677817,0.19031675206278964,0.9778508358886756,0.4432938933459035,-0.8716387163655951,0.20913266663715804,7.373498279853341
35,6337.736759055728,6337.736759055728,959.5,539.5,0.9172284920149247,86.78987319907054,-19.491472418711403,0.8941577709791152,0.4477061327470251,-0.006410873447793036,-0.08623339920500137,0.18623972564406072,0.9787127083335415,0.43936964103043286,-0.874570742303176,0.20513491962135683,5.681138996993098
36,6329.790762049778,6329.790762049778,959.5,539.5,0.9851074487386632,86.6766701329664,-19.467864548953404,0.8941619847415065,0.4477044501763871,-0.00592202122492691,-0.0866947859050699,0.18609388877425995,0.9786996876763308,0.4392702575180838,-0.8746026468363404,0.20521172239144636,5.917085023955558
37,6338.341558612297,6338.341558612297,959.5,539.5,1.1785530559586415,86.32914386498652,-19.383058746258875,0.8938522810484635,0.44831688921270296,-0.006329811300803595,-0.08614230669270276,0.18557056708858433,0.978847826594145,0.4400086393039563,-0.8744000980541266,0.2044917256536671,5.6185782704998
38,6218.556568129798,6218.556568129798,959.5,539.5,2.0390193325106423,84.76201183210287,-19.07180876136765,0.8939914553610953,0.4480611186398217,-0.004528984939494413,-0.08801171989144196,0.18549751060682987,0.9786953615504771,0.4393554539357636,-0.8745466868737771,0.2052678191412342,5.619061829599724
39,6150.5010524337995,6150.5010524337995,959.5,539.5,2.9576733112146045,83.08625247751702,-18.46540400057805,0.8938445876878349,0.44830408596146365,-0.008080815022032839,-0.08359376602118698,0.18432446505316413,0.9793041273604742,0.44051553360075596,-0.874670188181306,0.20223285233443097,8.84244647883146
40,5982.138462717761,5982.138462717761,959.5,539.5,4.462621871849306,80.05384830246189,-17.49244932384483,0.8938142571475332,0.44824821183384744,-0.01302360578189285,-0.07808912516930375,0.18417813425463103,0.9797859477420444,0.4415859624694797,-0.874729647062589,0.19962435297243153,9.159044665444855
41,6326.012606509332,6326.012606509332,959.5,539.5,1.5431443057795415,85.99585072110328,-19.348065905480784,0.8936419758549446,0.44874926206197674,-0.005302715238615141,-0.08661741408797585,0.18406002017981338,0.9790910746953619,0.44034241513483874,-0.8744975750510907,0.20335326076308524,6.064858178939771
42,5945.399037448469,5945.399037448469,959.5,539.5,3.2703969684704566,80.38506120435952,-18.61526187088379,0.8890129667245029,0.45785300214782243,-0.005154941311411698,-0.09080330554239646,0.18732502104634033,0.9780920693843511,0.44878803983425425,-0.869068446622137,0.20810893874966918,6.403297337595954
43,6302.883824180757,6302.883824180757,959.5,539.5,2.374212193223797,84.46125892438737,-18.926316099915162,0.8929048229040029,0.45022908457856403,-0.00384039507339351,-0.08745364651249218,0.18179460600321806,0.9794399322775251,0.4416705072182652,-0.874210782722155,0.20169945569058306,8.217060654825953
44,6276.607873623375,6276.607873623375,959.5,539.5,2.585958536219366,84.0275086623001,-18.7919436010505,0.8929225553973967,0.4501875327901369,-0.0045271826683189464,-0.08670288744368779,0.18182055632553557,0.9795018604404996,0.4417826607863986,-0.874226784431707,0.20138423476202827,8.449379792016051
45,6403.707658239317,6403.707658239317,959.5,539.5,1.3065072448795438,86.21552579960634,-19.36974391282458,0.892039517365547,0.4519288696985455,-0.005078995101081424,-0.08642256668601841,0.1815939954424216,0.9795686605780415,0.4436176725803904,-0.8733750154156305,0.20104587292979864,8.236391716290239
46,6372.296442060374,6372.296442060374,959.5,539.5,1.5703283385473328,85.77911491452592,-19.267769513391713,0.8922107098852262,0.45159057860587803,-0.005098870513065373,-0.08635197441203399,0.18166635304128506,0.9795614695810685,0.4432870240388773,-0.8735349366150661,0.20108040389771548,7.600911897576912
47,6347.116541004641,6347.116541004641,959.5,539.5,2.120750917329244,85.52573700798246,-19.307134020676028,0.8936433662137492,0.4487467531275726,-0.005280679844576225,-0.08571882226464303,0.18222872669647883,0.9795126209886951,0.4405153998803243,-0.8748823022121557,0.20131353591906465,10.92690472006609
48,6333.220357983297,6333.220357983297,959.5,539.5,2.214938952589987,85.34838348758105,-19.24758976657698,0.8936770120016966,0.44867351197847377,-0.005786006275624811,-0.08519296002540627,0.1823210419132812,0.9795413198215607,0.44054915478505774,-0.8749006328289847,0.201159948532538,9.80195063509962
49,6435.894963819277,6435.894963819277,959.5,539.5,1.3928500012715403,85.88861629698808,-19.311881117749312,0.8908574021836244,0.45425338418724415,-0.005191524735585679,-0.0859642180514977,0.1797878812585017,0.979942075312298,0.4460753772507946,-0.8725423661387537,0.19921490181094975,7.949636700413954
50,6469.0928613804945,6469.0928613804945,959.5,539.5,1.1519435842169512,86.39023505104487,-19.42997305478679,0.8909325811899558,0.45410602953181395,-0.005181671260674259,-0.08595910533532497,0.17982907763041164,0.9799349647035489,0.445926191184318,-0.8726105756759119,0.199250132332203,7.702090862082845
51,5979.13486746708,5979.13486746708,959.5,539.5,5.1789553633983925,78.56452269021034,-17.293289549390867,0.8905678692668292,0.4546856179651074,-0.012241692906963503,-0.07796317269591804,0.1791069657085979,0.9807356619078587,0.448118972966696,-0.8724572675210791,0.19495564217771694,10.452624919333125
52,6477.250323526336,6477.250323526336,959.5,539.5,1.2482938984697802,86.14780290013596,-19.39396229416227,0.890399132699631,0.455137969724968,-0.006230008216588034,-0.08483944288594789,0.17938973268832986,0.9801130509981036,0.4472042636408408,-0.8721632601300305,0.19834211418861525,9.826389314037325
53,6440.499961296224,6440.499961296224,959.5,539.5,1.6543884421466764,85.43360140678904,-19.28208698206006,0.8902075608957594,0.4555086922698942,-0.006506134842892974,-0.08450926265824399,0.17915792841964365,0.980183973144502,0.44764794543143277,-0.8720173553037535,0.19798244619173772,5.066129430854184
54,6464.430196352973,6464.430196352973,959.5,539.5,1.5227549173083608,85.73945427998551,-19.338852564776573,0.8903242497014894,0.45528093065061337,-0.006481093996505927,-0.0844337131338431,0.17906788995547734,0.9802069367604603,0.4474300822250467,-0.8721547826921575,0.19786954426410225,4.981027193563972
55,6630.491737354797,6630.491737354797,959.5,539.5,0.22069420766292905,87.08403360411825,-19.604685921406883,0.8873942234119567,0.46096756225638896,-0.006356005230673173,-0.08474270969820802,0.1766566869510761,0.9806177074214368,0.4531557849218031,-0.8696558638351561,0.1958277638360631,8.416506710557139
56,6830.224105241572,6830.224105241572,959.5,539.5,-1.2337496709258324,89.73730426643223,-20.15825888932838,0.8870893517654508,0.46156073411502707,-0.005845571618731893,-0.08505902415423958,0.17589854633697685,0.9807265999280671,0.45369311697917675,-0.8694949051718105,0.19529763307829254,8.450132854859325
57,6675.5418974166405,6675.5418974166405,959.5,539.5,0.650769615896428,87.50068952236775,-19.67142805337007,0.8895396166612959,0.4568325529571394,-0.004825862486332461,-0.08500407005800517,0.17587927732513703,0.9807348203674433,0.4488803609689872,-0.8719922582031621,0.1952842112668142,9.758283511546294
58,6752.1735418113285,6752.1735418113285,959.5,539.5,0.22756454089219694,88.61470227255471,-19.897853372020176,0.8901295851538353,0.45568219178009683,-0.004802262836180932,-0.08471860459764538,0.17582527758515773,0.9807692031243284,0.44776341930632135,-0.8726048429023238,0.19511204082404085,7.779885112734908
59,6618.164005664908,6618.164005664908,959.5,539.5,1.1913313609441005,86.36422133753621,-19.451424863750137,0.8890624506036047,0.45775582213809174,-0.005250354787327771,-0.0845159920494879,0.17539891354245948,0.9808630221473413,0.4499166656333192,-0.8716047432333103,0.19462827533169857,4.8883458298177365
60,6601.878904613149,6601.878904613149,959.5,539.5,1.2449673639659409,86.15839420385133,-19.416685310795515,0.8888289825321085,0.45820743043047146,-0.0053842835402456435,-0.08452053633310802,0.1754783161961464,0.9808484283939743,0.4503768630257341,-0.8713514280950426,0.19469815101286714,4.985306372651938
61,6419.816909939532,6419.816909939532,959.5,539.5,4.751849359743735,81.55984186891463,-16.753943044162686,0.8934131274902752,0.4484954557092453,-0.02578390653491569,-0.057805456699902585,0.1716883354086684,0.9834539362167991,0.4455014172859168,-0.877140206405314,0.17931409733616172,7.27198106535528
62,6432.837973744835,6432.837973744835,959.5,539.5,2.569454481982903,83.41589775330608,-18.708589762156798,0.8880937253595592,0.4595891738416719,-0.008205258345079347,-0.0815068213844175,0.17501843509820936,0.981185601934508,0.45237835165355633,-0.8707159919648333,0.19289242673549412,6.826836086387163
63,6526.3380383986905,6526.3380383986905,959.5,539.5,2.1638944027280225,84.20505989593876,-18.9885951712527,0.8878568696360762,0.46006069677370154,-0.00737118200315387,-0.08231376170389457,0.17457570670805475,0.9811971092810747,0.4526970550756674,-0.8705558442233785,0.19286756703587746,4.790563103245766
64,6488.1884660587075,6488.1884660587075,959.5,539.5,2.4589438323062702,83.63653528238159,-18.848692384419685,0.8878557983260716,0.4600604553117371,-0.007513909576944144,-0.08213300279435784,0.1745315448009802,0.9812201127786594,0.45273198609194315,-0.8705648266084153,0.19274499070404932,4.916017050824796
65,6784.5977166153325,6784.5977166153325,959.5,539.5,1.0046291876284559,86.91233654319633,-19.41600300839097,0.8885055381612913,0.45882647780976527,-0.006014309386721234,-0.08214978826006916,0.17194874417761175,0.9816746108892539,0.45145245701573045,-0.8717292542047831,0.19046990948187265,9.619152583512626
66,6364.241389588682,6364.241389588682,959.5,539.5,3.1626904144405286,81.3582446151612,-18.50083282044702,0.8854775134218247,0.4646265613611399,-0.007192475375359247,-0.08341645338097303,0.17416242405822555,0.9811774280686969,0.45713375343507745,-0.8682105784450485,0.19297441008193827,9.993529906357267
67,6700.592901740994,6700.592901740994,959.5,539.5,1.3837931651563267,85.57649430428592,-19.29079195166177,0.8867081011215464,0.4623011135447438,-0.005140410558608893,-0.083708866401082,0.1714711269247982,0.981626445404251,0.45468843078669474,-0.8699858234743997,0.19074353950344788,7.706146590783595
68,6700.592901740994,6700.592901740994,959.5,539.5,1.3837931651563267,85.57649430428592,-19.29079195166177,0.8867081011215464,0.4623011135447438,-0.005140410558608893,-0.083708866401082,0.1714711269247982,0.981626445404251,0.45468843078669474,-0.8699858234743997,0.19074353950344788,7.706146590783595
69,6790.0765065201185,6790.0765065201185,959.5,539.5,1.125182590500531,85.8172509243785,-19.321883008567685,0.8859644817876882,0.4637043734577096,-0.0067224286434026115,-0.08201237711784187,0.17092908638517113,0.9818641542632114,0.45644376105951273,-0.8693454442646624,0.18946659738888744,9.883839302922054
70,6942.27202531498,6942.27202531498,959.5,539.5,0.16974078726867478,87.58327732179954,-19.685325826596188,0.885811589913777,0.4640042205782207,-0.0061571470686299645,-0.08240597598135929,0.1703477387585785,0.9819322293429414,0.4566695548172513,-0.8692995635483992,0.1891327219641713,9.845748820347241
71,6671.231096892287,6671.231096892287,959.5,539.5,2.411416863564556,83.77126905913143,-18.853830476284685,0.8866150144204668,0.4624562188304022,-0.006932666823284694,-0.08114099166650968,0.17028430763991156,0.982048570103827,0.4553349928081203,-0.8701364836832685,0.18850078007198268,4.503803187068458
72,6676.945584495671,6676.945584495671,959.5,539.5,2.3681169248961065,83.83923251385377,-18.857342391092097,0.886625110051312,0.4624289032728573,-0.007444705794126871,-0.08062931313047955,0.1704028369212799,0.9820701538247085,0.45540622315752977,-0.8701277966983023,0.18836875888095703,4.627380386425701
73,7094.920773407488,7094.920773407488,959.5,539.5,0.019699365106709606,88.56576688816413,-20.052789828712292,0.8867162261171039,0.4622885742563765,-0.004858853017732118,-0.0830725114465598,0.16966266525315232,0.9819946730309478,0.4547892832758952,-0.8703469734141686,0.18884611112277136,6.451992070628425
74,7036.775385294044,7036.775385294044,959.5,539.5,0.2871305631724989,87.90165817239377,-19.81051554672103,0.8865024840527491,0.46267758245972845,-0.006542205860930211,-0.08125654863552123,0.16957734038583688,0.9821613405808178,0.45553344451549194,-0.8701568710967507,0.18792631697280726,6.393583476243167
75,7096.202015636288,7096.202015636288,959.5,539.5,0.29308765936308584,87.60010617933403,-19.575844373250412,0.885559201792033,0.4644890332101219,-0.005902385025044865,-0.08100285414329733,0.16692046764185378,0.9826373161563043,0.45740948584621344,-0.869705407313161,0.18544289349595358,7.49077019860562
76,6954.897204162848,6954.897204162848,959.5,539.5,1.4651010921731116,85.94440274489503,-19.235779162469893,0.8869642972327082,0.46180278475243763,-0.005702931648008169,-0.08083747101262395,0.1673950092036331,0.9825702082670728,0.4547083006882229,-0.8710436836856171,0.18580436592453736,7.494671052960232
77,6909.330561720458,6909.330561720458,959.5,539.5,1.8457350684707536,84.71135957447251,-19.098988905153423,0.8855656015259064,0.4644778522102284,-0.005821529028784966,-0.0813592936835307,0.16743266526356404,0.982520721376428,0.4573338285381661,-0.8696129181474437,0.18606219891668135,4.810128122189195
78,6940.5590885479305,6940.5590885479305,959.5,539.5,1.6813058772983835,85.08095518283297,-19.174750566613184,0.8856970545751797,0.4642284982272174,-0.005712175641039402,-0.08139958462000546,0.16739111224464054,0.982524464410527,0.4570720240186903,-0.8697540554520024,0.1860458220016058,4.329111593999575
79,6876.534100135299,6876.534100135299,959.5,539.5,2.3560582935827807,84.07402510934917,-19.042267971363525,0.8861252388499437,0.46340987725475746,-0.005774663268177965,-0.08122613798121056,0.16756266254747532,0.9825095768635836,0.4562722603685081,-0.8701574798751841,0.18612249900396483,6.287526709120105
80,6853.5705415047405,6853.5705415047405,959.5,539.5,2.488038943621427,83.77262808212633,-18.93857186967602,0.8859859635820436,0.4636762712669864,-0.005760885308875252,-0.08112407225714144,0.16721860783345868,0.9825766240322727,0.4565607924866262,-0.8700817505603621,0.18576864672435967,6.203234843989684
81,7088.111157502677,7088.111157502677,959.5,539.5,1.7219812841723146,85.65592237542792,-19.286513650463135,0.886782473468953,0.46215242791947875,-0.005654919664918018,-0.0804422561201972,0.1663786518976795,0.9827752477667533,0.45513282476501105,-0.8710529705826402,0.1847182564355238,5.69394116581436
82,7011.732059775453,7011.732059775453,959.5,539.5,1.9152161811169437,84.90561771931925,-19.249983248334583,0.885841968462005,0.4639612309778247,-0.004897250340971743,-0.0819345509994138,0.166809194271768,0.9825789647956689,0.4566954524230399,-0.8700084303361351,0.18578104015256733,5.171613626136777
83,7291.6033657520775,7291.6033657520775,959.5,539.5,0.7335497989594951,87.38492167142725,-19.740162235766515,0.8861278471210396,0.46341606118860695,-0.004795079672832853,-0.0814774017059397,0.16596706809315623,0.9827595663842762,0.4562223926637977,-0.8704599281649897,0.18482597731682798,5.986980305336038
84,7247.282002104764,7247.282002104764,959.5,539.5,0.9850280309581304,86.8299182330685,-19.587845883774644,0.8859735872110411,0.463704453808203,-0.005383519558418037,-0.0808790700050038,0.1659412886771804,0.9828133417629629,0.4566282720107522,-0.8703112479053644,0.18452358377693012,4.6611925205868205
85,7143.403337087824,7143.403337087824,959.5,539.5,2.2443684118734377,84.51975885741415,-18.828201039665156,0.8862121109267527,0.46321503970044525,-0.007740894138534765,-0.07727832110217764,0.16428058825789527,0.9833818939808017,0.4567889617037366,-0.8708867408090186,0.181383927481647,7.710800471396861
86,7094.786194433208,7094.786194433208,959.5,539.5,2.4936357337428463,83.89489202583704,-18.65345129634357,0.8858865913453816,0.4638197287398008,-0.008729633795180602,-0.07632753783941415,0.16429386304374183,0.9834539305598085,0.4575795605595088,-0.8705623388350208,0.1809479482068394,6.970969301970352
87,7017.332321268778,7017.332321268778,959.5,539.5,2.9809045549081583,82.6828795627101,-18.64724849650196,0.8852919904059998,0.46495721647664545,-0.008536894591895189,-0.07741907056715033,0.1654598003013942,0.9831730986945999,0.45854594015812844,-0.8697343510121425,0.18247679149411172,5.869373959079786
88,6922.00974698085,6922.00974698085,959.5,539.5,3.515402229748052,81.72500118711206,-18.477001167886698,0.8853152538980384,0.4649343244952274,-0.007278401034422954,-0.07868192981117839,0.16521432700355226,0.9831141236265258,0.4582859970985805,-0.8697932513298373,0.18284869374548457,6.215189790862947
89,7378.284338242433,7378.284338242433,959.5,539.5,1.2278435307891027,86.22343055109124,-19.450249785635595,0.8851947338313157,0.46520239686891307,-0.00412469934954951,-0.08130104152265025,0.16341846808574328,0.9832011721595134,0.4580615939419482,-0.8699891575392921,0.18247860674455685,6.846993034836195
90,7394.214070358062,7394.214070358062,959.5,539.5,1.2872885676815145,86.19932667534351,-19.352145968481018,0.8856684641891797,0.46427750659756317,-0.0061456007297774895,-0.07895090119967252,0.1636255245962247,0.9833582474868301,0.4575566923787037,-0.8704441880833946,0.1815730946239017,5.755452402300285
91,7198.113238343931,7198.113238343931,959.5,539.5,2.8098010136096687,82.75911535212818,-18.486139326978687,0.8844201966281353,0.4666143179874904,-0.008484930484075226,-0.07621730027997387,0.16235135584872676,0.9837850173651316,0.46042571489251416,-0.8694326400033238,0.17915090165156305,9.858762824787949
92,6966.329118486447,6966.329118486447,959.5,539.5,4.11555235029433,80.24931981392812,-18.054990682156625,0.884291773875975,0.46687346028696325,-0.007565099798339497,-0.07748162190188318,0.1626942274750643,0.9836295982806463,0.4604613522574236,-0.8692294060982805,0.18004327993928437,11.356523286287288
93,7400.489524775235,7400.489524775235,959.5,539.5,2.054337264762836,84.48683979469017,-19.014712769264598,0.8850004957139562,0.46554554731382025,-0.0064394069856929526,-0.07832025274930457,0.162491602031831,0.9835966740887314,0.45895540153193193,-0.8699792081684508,0.18026679327945705,4.062599554668269
94,7400.489524775235,7400.489524775235,959.5,539.5,2.071264605180484,84.44388032029943,-18.992482664375654,0.8849972601062538,0.4655503349344171,-0.006537220118348203,-0.07817758094520921,0.16242514114354803,0.9836190011188548,0.45898596431914884,-0.8699890569236779,0.18014140387781624,4.018114091916832
95,7157.470537890278,7157.470537890278,959.5,539.5,3.824455973561825,80.75151776492832,-18.10346195781466,0.8841917985820927,0.4670333969203695,-0.009201602098806383,-0.07512178149984047,0.1616080630522705,0.9839916421905136,0.46104401228565417,-0.8693460991558623,0.17797690473213554,7.53915246033241
